62 63 52 52 51 48 44 39 42 31 33 26 25 19 11 17 5 9 7 3 2 0 0 0 0 0 0 0 0 0 0 3
100 98 92 84 95 71 64 72 74 42 50 43 28 35 19 24 17 14 10 11 3 4 0 0 0 0 0 0 0 0 0 3
167 151 148 156 125 149 116 112 83 91 84 62 49 59 40 37 23 17 14 8 7 2 0 0 0 0 0 0 0 1 3 2
252 256 210 230 174 182 188 185 130 100 93 80 100 70 49 53 48 28 19 13 8 3 2 0 0 0 0 0 0 0 2 7
385 356 303 324 296 255 259 207 188 159 145 146 131 94 87 67 55 40 21 18 13 9 1 0 0 0 0 0 0 0 2 7
456 449 415 429 415 360 360 297 287 266 218 186 147 122 113 92 69 45 32 22 8 10 5 0 0 0 0 0 0 0 6 15
648 583 557 509 508 427 424 393 381 316 261 257 209 170 137 104 83 69 51 32 19 7 1 0 0 0 0 0 0 1 7 17
678 695 631 628 571 575 494 456 423 407 336 285 211 221 165 133 104 72 50 41 16 9 5 1 0 0 0 0 0 2 5 22
830 819 773 715 697 672 581 577 526 444 422 290 287 251 217 165 110 75 48 31 24 12 5 1 0 0 0 0 0 2 3 30
989 935 917 862 845 765 748 652 565 490 428 414 324 311 227 179 146 126 75 54 25 17 3 1 0 0 0 0 1 1 6 23
1103 1149 1082 960 923 868 769 759 650 609 503 430 356 339 273 223 155 132 88 56 27 11 8 2 0 0 0 0 0 0 10 28
1268 1241 1112 1068 991 944 949 834 741 680 596 527 454 343 284 202 174 125 99 62 34 18 2 1 0 0 0 0 0 1 11 27
1348 1315 1231 1203 1119 1052 937 864 767 734 658 571 502 393 373 265 202 142 100 47 41 17 5 1 0 0 0 0 1 2 14 44
1531 1462 1377 1345 1282 1135 1083 973 918 806 694 603 497 428 390 293 242 145 93 83 39 20 7 0 0 0 0 0 0 4 17 39
1598 1599 1496 1425 1392 1258 1162 1098 940 854 760 659 571 474 393 287 222 166 119 66 57 23 5 1 0 0 0 0 0 3 14 50
