20 0.000000 62
20 0.031250 63
20 0.062500 52
20 0.093750 52
20 0.125000 51
20 0.156250 48
20 0.187500 44
20 0.218750 39
20 0.250000 42
20 0.281250 31
20 0.312500 33
20 0.343750 26
20 0.375000 25
20 0.406250 19
20 0.437500 11
20 0.468750 17
20 0.500000 5
20 0.531250 9
20 0.562500 7
20 0.593750 3
20 0.625000 2
20 0.656250 0
20 0.687500 0
20 0.718750 0
20 0.750000 0
20 0.781250 0
20 0.812500 0
20 0.843750 0
20 0.875000 0
20 0.906250 0
20 0.937500 0
20 0.968750 3
21 0.000000 100
21 0.031250 98
21 0.062500 92
21 0.093750 84
21 0.125000 95
21 0.156250 71
21 0.187500 64
21 0.218750 72
21 0.250000 74
21 0.281250 42
21 0.312500 50
21 0.343750 43
21 0.375000 28
21 0.406250 35
21 0.437500 19
21 0.468750 24
21 0.500000 17
21 0.531250 14
21 0.562500 10
21 0.593750 11
21 0.625000 3
21 0.656250 4
21 0.687500 0
21 0.718750 0
21 0.750000 0
21 0.781250 0
21 0.812500 0
21 0.843750 0
21 0.875000 0
21 0.906250 0
21 0.937500 0
21 0.968750 3
22 0.000000 167
22 0.031250 151
22 0.062500 148
22 0.093750 156
22 0.125000 125
22 0.156250 149
22 0.187500 116
22 0.218750 112
22 0.250000 83
22 0.281250 91
22 0.312500 84
22 0.343750 62
22 0.375000 49
22 0.406250 59
22 0.437500 40
22 0.468750 37
22 0.500000 23
22 0.531250 17
22 0.562500 14
22 0.593750 8
22 0.625000 7
22 0.656250 2
22 0.687500 0
22 0.718750 0
22 0.750000 0
22 0.781250 0
22 0.812500 0
22 0.843750 0
22 0.875000 0
22 0.906250 1
22 0.937500 3
22 0.968750 2
23 0.000000 252
23 0.031250 256
23 0.062500 210
23 0.093750 230
23 0.125000 174
23 0.156250 182
23 0.187500 188
23 0.218750 185
23 0.250000 130
23 0.281250 100
23 0.312500 93
23 0.343750 80
23 0.375000 100
23 0.406250 70
23 0.437500 49
23 0.468750 53
23 0.500000 48
23 0.531250 28
23 0.562500 19
23 0.593750 13
23 0.625000 8
23 0.656250 3
23 0.687500 2
23 0.718750 0
23 0.750000 0
23 0.781250 0
23 0.812500 0
23 0.843750 0
23 0.875000 0
23 0.906250 0
23 0.937500 2
23 0.968750 7
24 0.000000 385
24 0.031250 356
24 0.062500 303
24 0.093750 324
24 0.125000 296
24 0.156250 255
24 0.187500 259
24 0.218750 207
24 0.250000 188
24 0.281250 159
24 0.312500 145
24 0.343750 146
24 0.375000 131
24 0.406250 94
24 0.437500 87
24 0.468750 67
24 0.500000 55
24 0.531250 40
24 0.562500 21
24 0.593750 18
24 0.625000 13
24 0.656250 9
24 0.687500 1
24 0.718750 0
24 0.750000 0
24 0.781250 0
24 0.812500 0
24 0.843750 0
24 0.875000 0
24 0.906250 0
24 0.937500 2
24 0.968750 7
25 0.000000 456
25 0.031250 449
25 0.062500 415
25 0.093750 429
25 0.125000 415
25 0.156250 360
25 0.187500 360
25 0.218750 297
25 0.250000 287
25 0.281250 266
25 0.312500 218
25 0.343750 186
25 0.375000 147
25 0.406250 122
25 0.437500 113
25 0.468750 92
25 0.500000 69
25 0.531250 45
25 0.562500 32
25 0.593750 22
25 0.625000 8
25 0.656250 10
25 0.687500 5
25 0.718750 0
25 0.750000 0
25 0.781250 0
25 0.812500 0
25 0.843750 0
25 0.875000 0
25 0.906250 0
25 0.937500 6
25 0.968750 15
26 0.000000 648
26 0.031250 583
26 0.062500 557
26 0.093750 509
26 0.125000 508
26 0.156250 427
26 0.187500 424
26 0.218750 393
26 0.250000 381
26 0.281250 316
26 0.312500 261
26 0.343750 257
26 0.375000 209
26 0.406250 170
26 0.437500 137
26 0.468750 104
26 0.500000 83
26 0.531250 69
26 0.562500 51
26 0.593750 32
26 0.625000 19
26 0.656250 7
26 0.687500 1
26 0.718750 0
26 0.750000 0
26 0.781250 0
26 0.812500 0
26 0.843750 0
26 0.875000 0
26 0.906250 1
26 0.937500 7
26 0.968750 17
27 0.000000 678
27 0.031250 695
27 0.062500 631
27 0.093750 628
27 0.125000 571
27 0.156250 575
27 0.187500 494
27 0.218750 456
27 0.250000 423
27 0.281250 407
27 0.312500 336
27 0.343750 285
27 0.375000 211
27 0.406250 221
27 0.437500 165
27 0.468750 133
27 0.500000 104
27 0.531250 72
27 0.562500 50
27 0.593750 41
27 0.625000 16
27 0.656250 9
27 0.687500 5
27 0.718750 1
27 0.750000 0
27 0.781250 0
27 0.812500 0
27 0.843750 0
27 0.875000 0
27 0.906250 2
27 0.937500 5
27 0.968750 22
28 0.000000 830
28 0.031250 819
28 0.062500 773
28 0.093750 715
