5 3 1 0 3 0 2 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 4 4 1 7
4 5 4 5 3 9 2 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 4 1 2 8 8 4 9
11 5 6 8 4 7 5 4 2 2 1 0 0 0 0 0 0 0 0 0 0 0 2 3 4 6 6 6 6 12 10 12
11 14 13 12 15 6 4 3 5 2 1 0 0 0 0 0 0 0 0 0 0 2 3 6 12 7 11 16 13 8 18 19
15 20 11 10 12 9 8 5 1 3 3 0 1 0 0 0 0 0 0 0 2 5 4 5 3 8 20 16 9 23 21 22
31 18 20 18 16 14 16 9 9 2 4 5 1 0 0 0 0 0 0 0 1 5 3 8 12 12 27 25 30 24 32 29
30 26 33 18 15 18 11 15 8 10 1 1 0 0 0 0 0 0 0 0 5 6 4 10 11 27 27 29 39 34 27 26
32 29 26 30 23 17 12 8 6 1 5 3 2 0 0 0 0 0 0 0 0 1 9 10 15 25 36 38 32 38 43 31
46 44 34 23 27 31 6 15 16 10 5 4 2 0 0 0 0 0 0 1 2 7 6 16 24 39 28 41 38 55 39 49
51 36 39 35 24 22 17 19 10 7 7 4 0 0 0 0 0 0 0 1 1 5 9 12 22 26 30 53 64 59 40 42
57 52 40 30 30 29 29 21 7 8 8 1 1 1 0 0 0 0 0 0 1 7 18 20 27 25 28 46 56 53 71 48
53 50 52 38 37 35 26 20 8 11 10 4 4 0 0 0 0 0 0 0 1 8 6 17 29 48 52 49 60 47 50 57
66 50 52 50 36 34 32 18 19 10 11 2 1 1 0 0 0 0 0 1 1 8 10 18 19 39 48 55 61 45 71 65
77 54 63 59 43 29 22 21 14 15 8 5 4 0 0 0 0 0 0 0 2 6 14 26 28 41 56 55 57 72 74 64
63 62 47 54 46 35 35 35 18 12 8 9 2 0 0 0 0 0 0 0 3 8 11 22 32 49 59 73 70 83 66 80
69 61 53 43 48 49 30 24 9 9 9 2 3 2 0 0 0 0 0 0 1 8 15 14 35 49 54 79 84 81 88 81
81 64 67 70 54 33 28 21 14 15 7 4 1 0 0 0 0 0 0 0 2 5 18 24 37 39 65 85 82 76 75 83
67 74 61 65 45 38 34 16 22 16 4 5 2 1 0 0 0 0 0 1 2 9 13 27 32 54 66 68 101 100 95 97
82 73 61 62 58 41 31 18 20 15 8 2 2 0 0 0 0 0 0 1 0 3 14 32 36 36 42 64 87 77 85 94
86 70 53 55 55 42 29 28 18 15 5 7 1 2 0 0 0 0 0 1 3 8 18 16 38 57 55 70 90 98 86 92
77 74 67 63 39 38 31 29 17 20 10 2 1 0 0 0 0 0 0 1 1 6 21 20 30 54 59 85 83 78 91 82
74 81 65 65 37 31 32 28 21 15 3 3 0 2 0 0 0 0 0 0 2 7 17 27 44 59 53 73 88 105 83 92
112 72 86 59 46 39 42 16 16 17 6 4 4 0 0 0 0 0 0 0 3 12 16 33 37 54 72 83 96 93 90 97
76 76 85 69 54 43 34 25 14 12 7 6 3 1 0 0 0 0 0 0 3 10 16 25 39 56 47 92 74 106 92 89
89 83 87 66 61 39 27 30 13 10 8 3 3 0 0 0 0 0 1 0 1 6 13 19 35 62 80 87 99 89 95 91
96 73 73 68 49 52 38 24 24 20 9 7 0 0 0 0 0 0 0 2 2 5 15 32 39 64 76 95 75 127 89 100
71 88 85 62 64 29 34 20 21 19 13 3 3 0 0 0 0 0 0 2 2 10 16 33 42 64 77 84 103 103 99 103
76 102 66 62 53 36 30 31 18 11 11 3 2 1 0 0 0 0 0 1 3 5 13 28 34 56 66 80 101 104 120 97
83 81 71 66 65 50 22 31 24 13 5 4 2 1 0 0 0 0 0 0 9 5 11 16 53 56 71 97 88 90 85 94
88 78 57 74 59 42 39 34 21 12 7 2 3 1 1 0 0 0 1 0 5 7 16 28 46 63 76 95 82 97 104 90
78 72 86 58 45 50 44 33 18 12 5 1 5 0 0 0 0 0 0 0 5 10 12 36 54 58 78 78 114 103 119 103
101 92 77 58 53 39 35 21 17 12 5 4 3 0 0 0 0 0 0 0 2 6 17 21 54 65 67 83 105 94 98 102
90 72 76 80 47 48 32 28 25 10 6 2 3 2 0 0 0 0 0 1 2 9 16 26 42 53 81 100 95 88 94 85
110 84 81 53 68 52 36 24 25 9 6 3 3 1 0 0 0 0 0 0 4 7 16 24 33 60 61 92 106 91 97 92
85 72 75 59 55 44 35 28 19 15 6 6 2 2 0 0 0 0 0 0 3 8 12 22 45 52 66 75 84 88 96 93
84 74 75 86 56 45 30 31 13 12 7 3 2 2 1 0 0 0 0 0 5 10 16 29 32 61 66 77 75 96 87 90
88 71 70 63 46 51 35 21 20 9 6 7 3 1 0 0 0 0 1 0 2 4 11 26 41 52 89 85 94 90 104 92
84 75 75 47 53 37 33 20 19 10 5 2 2 1 0 0 0 0 0 1 1 6 16 23 41 56 72 79 88 93 108 105
79 72 84 54 41 43 27 21 18 8 8 3 1 1 0 0 0 0 0 0 0 8 13 35 36 56 60 72 93 74 108 110
95 76 65 55 45 32 41 13 14 6 5 2 0 1 0 0 0 0 0 0 3 4 21 19 32 65 77 82 89 100 88 98
92 62 73 61 44 30 26 18 21 12 6 2 3 1 0 0 0 0 0 2 3 8 11 23 41 62 52 87 104 97 111 97
88 84 69 56 45 40 28 26 25 9 5 3 2 1 0 0 0 0 0 1 5 4 17 20 40 45 63 80 75 102 117 79
84 73 63 52 53 45 36 26 18 12 10 5 7 1 0 0 0 0 0 0 2 7 12 30 39 52 64 83 70 95 110 96
78 74 74 74 47 46 25 19 16 20 3 1 0 1 0 0 0 0 0 0 2 15 14 26 44 42 65 73 115 83 106 90
79 67 87 69 52 39 25 27 19 8 7 1 3 0 0 0 0 0 0 1 2 12 10 30 40 47 86 81 98 97 89 92
91 67 81 61 53 47 34 18 11 10 5 3 1 2 1 0 0 0 0 1 1 6 15 30 52 51 61 83 86 93 94 80
96 88 68 72 51 31 17 22 15 7 11 6 1 3 0 0 0 0 0 1 5 7 14 20 36 54 51 71 106 82 90 98
95 78 59 60 47 34 35 26 23 11 4 4 0 0 0 0 0 0 0 0 2 9 17 19 36 44 70 90 94 97 85 84
74 74 74 57 38 37 27 14 19 7 11 4 1 1 0 0 0 0 0 1 2 7 17 23 39 52 77 91 77 73 101 89
82 87 71 54 49 38 36 20 9 13 7 3 0 2 0 0 0 0 0 0 2 4 14 20 35 60 49 82 95 91 87 100
103 56 59 69 44 36 25 22 16 11 10 4 2 1 0 0 0 0 0 0 2 6 12 26 37 54 61 72 89 99 91 97
98 86 59 57 52 53 31 12 18 9 6 3 4 0 0 0 0 0 0 2 0 7 8 33 36 58 76 84 91 91 106 95
70 77 64 65 54 35 27 20 12 8 5 3 1 1 0 0 0 0 0 1 2 5 12 27 38 41 59 83 95 89 102 103
84 78 67 51 35 41 17 15 12 4 7 2 4 1 0 0 0 0 0 0 1 1 19 21 37 53 65 79 76 97 91 96
63 65 59 65 45 34 25 23 8 8 6 3 0 2 0 0 0 0 0 0 1 5 11 30 30 65 79 80 83 99 104 103
90 57 64 63 45 25 26 15 9 9 9 6 2 0 0 0 0 0 0 2 5 6 14 12 38 73 78 61 95 94 100 75
83 80 61 44 46 26 29 16 10 14 7 6 4 1 0 0 0 0 0 1 3 2 12 17 38 46 66 68 101 100 94 94
84 55 51 64 40 34 27 25 11 9 10 4 0 0 0 0 0 0 0 1 2 4 13 23 44 42 71 65 87 99 75 92
90 58 52 51 38 44 21 29 11 6 7 2 2 1 0 0 0 0 0 1 1 2 10 20 49 45 69 78 87 95 89 92
61 68 62 46 56 39 26 19 12 11 2 4 4 0 0 0 0 0 0 0 2 5 13 19 31 46 68 83 83 87 79 79
82 75 55 53 45 31 26 24 19 6 6 3 0 1 0 0 0 0 0 1 3 4 10 28 35 49 54 80 90 83 98 105
